chr1_565160_565494	chr1_565106_565543
chr1_16927105_16927699	chr1_16927112_16927687
chr1_16928947_16930448	chr1_16928953_16933061
chr1_16931464_16931842	chr1_16928953_16933061
chr1_16932819_16934404	chr1_16928953_16933061
chr1_16932819_16934404	chr1_16933951_16934477
chr1_16934949_16935806	chr1_16935008_16935842
chr1_16938580_16941350	chr1_16938575_16941335
chr1_16943660_16943948	chr1_16943601_16943972
chr1_16944456_16945352	chr1_16944619_16945404
chr1_16947271_16953239	chr1_16946645_16948449
chr1_16947271_16953239	chr1_16948970_16949823
chr1_16947271_16953239	chr1_16950541_16953187
chr1_16954884_16955820	chr1_16954955_16955466
chr1_16956348_16958806	chr1_16956681_16956982
chr1_16956348_16958806	chr1_16957684_16958582
chr1_16959425_16959886	chr1_16959596_16959613
chr1_16960457_16960919	chr1_16960506_16960727
chr1_16970299_16971970	chr1_16970343_16971808
chr1_17003328_17003669	chr1_17003350_17003681
chr1_17019083_17020289	chr1_17019190_17019472
chr1_17024944_17028610	chr1_17024687_17028763
chr1_17029571_17031731	chr1_17029426_17031743
chr1_17033440_17034684	chr1_17033251_17034562
chr1_17036011_17036877	chr1_17036011_17037588
chr1_17038715_17038850	chr1_17038563_17041003
chr1_17039688_17039940	chr1_17038563_17041003
chr1_17040715_17040719	chr1_17038563_17041003
chr1_17041940_17042315	chr1_17041614_17042316
chr1_17043746_17044241	chr1_17043347_17044303
chr1_17045537_17045604	chr1_17045369_17047578
chr1_17051618_17052405	chr1_17051693_17052462
chr1_17053639_17054968	chr1_17053777_17055137
chr1_17200154_17200167	chr1_17200155_17200157
chr1_17215554_17216219	chr1_17215596_17216299
chr1_17222273_17224178	chr1_17221969_17223537
chr1_17230283_17232557	chr1_17230226_17232381
chr1_17240140_17241209	chr1_17240138_17241209
chr1_17278068_17278625	chr1_17278106_17278617
chr1_17287075_17287802	chr1_17287116_17287588
chr1_17337789_17338874	chr1_17337819_17338785
chr1_17380100_17381196	chr1_17380119_17381140
chr1_17386084_17386572	chr1_17386071_17387096
chr1_17424986_17425272	chr1_17424940_17425257
chr1_17445296_17446589	chr1_17445805_17446996
chr1_17452208_17452679	chr1_17452248_17452657
chr1_17454847_17455277	chr1_17454852_17455267
chr1_17467860_17468705	chr1_17467818_17468691
chr1_17533563_17534000	chr1_17533583_17533984
chr1_17534775_17534782	chr1_17534557_17534782
chr1_17539193_17539615	chr1_17539418_17539421
chr1_17563483_17563959	chr1_17563483_17563938
chr1_17608257_17608885	chr1_17608265_17608770
chr1_17634454_17635384	chr1_17635100_17635227
chr1_17691785_17692111	chr1_17691958_17692007
chr1_17732603_17733032	chr1_17732631_17733040
chr1_17746300_17746724	chr1_17746302_17746737
chr1_17757899_17758894	chr1_17757981_17758884
chr1_17763961_17766682	chr1_17763982_17766609
chr1_17820674_17821127	chr1_17820703_17821155
chr1_17828789_17829183	chr1_17828763_17829191
chr1_17862646_17863406	chr1_17862476_17863508
chr1_17933372_17933690	chr1_17933377_17933694
chr1_17956304_17957117	chr1_17956289_17956967
chr1_17961945_17962837	chr1_17961415_17963369
chr1_17980241_17980609	chr1_17980317_17980645
chr1_17981330_17981440	chr1_17981353_17981376
chr1_17985344_17985755	chr1_17985594_17985736
chr1_17988092_17988431	chr1_17988090_17988431
chr1_17998388_17998391	chr1_17998263_17998620
chr1_18000141_18002001	chr1_18000106_18000933
chr1_18012833_18013098	chr1_18012833_18013156
chr1_18015301_18015313	chr1_18014940_18015327
chr1_18367572_18368063	chr1_18367613_18368008
chr1_18487036_18487575	chr1_18487248_18487310
chr1_19053522_19053727	chr1_19053331_19054091
chr1_19147274_19147672	chr1_19147236_19147627
chr1_19201708_19202114	chr1_19201926_19202087
chr1_19210578_19211035	chr1_19210588_19211024
chr1_19228481_19229890	chr1_19228690_19229842
chr1_19233377_19234862	chr1_19233377_19235096
chr1_19239470_19239961	chr1_19239472_19239966
chr1_19250052_19251096	chr1_19250035_19250551
chr1_19252805_19254716	chr1_19252835_19254716
chr1_19274755_19275580	chr1_19274798_19275489
chr1_19276171_19279163	chr1_19276543_19279040
chr1_19281663_19284835	chr1_19281727_19284039
chr1_19337499_19337980	chr1_19337466_19337987
chr1_19371739_19372021	chr1_19371584_19372267
chr1_19400756_19401835	chr1_19400893_19401458
chr1_19407731_19408440	chr1_19407753_19408454
chr1_19450545_19450744	chr1_19450399_19450790
chr1_19535923_19537419	chr1_19535988_19537330
chr1_19567695_19568166	chr1_19567695_19568156
chr1_19577735_19578826	chr1_19577764_19578542
chr1_19637802_19639569	chr1_19637881_19639532
chr1_19641868_19642550	chr1_19641903_19642557
chr1_19667907_19668388	chr1_19667915_19668382
chr1_19670827_19671226	chr1_19670827_19671246
chr1_19674285_19674604	chr1_19674206_19675053
chr1_19696973_19697370	chr1_19696850_19697320
chr1_19717312_19718187	chr1_19717308_19718180
chr1_19781407_19781478	chr1_19781346_19781471
chr1_19789552_19790298	chr1_19789578_19790234
chr1_19794787_19796347	chr1_19794784_19796375
chr1_19803124_19804786	chr1_19803134_19804767
chr1_19810748_19812934	chr1_19811469_19812770
chr1_19814195_19814617	chr1_19814195_19814615
chr1_19831711_19832683	chr1_19832190_19832591
chr1_19908714_19909132	chr1_19908708_19909147
chr1_19922869_19924466	chr1_19922897_19924461
chr1_19970329_19971622	chr1_19970418_19971587
chr1_19977602_19978064	chr1_19977580_19978057
chr1_19980119_19980684	chr1_19980123_19980684
chr1_19986177_19986729	chr1_19986181_19986713
chr1_19991162_19991477	chr1_19991162_19991296
chr1_20014329_20015448	chr1_20014426_20015430
chr1_20030981_20031395	chr1_20030996_20031397
chr1_20041973_20042522	chr1_20041973_20042512
chr1_20125943_20127172	chr1_20125913_20127118
chr1_20208491_20209577	chr1_20208501_20209533
chr1_20244509_20244866	chr1_20244517_20244849
chr1_20384980_20385394	chr1_20384980_20385443
chr1_20386368_20386709	chr1_20386385_20386719
chr1_20407485_20407886	chr1_20407522_20407648
chr1_20467233_20467903	chr1_20467813_20467841
chr1_20478533_20479271	chr1_20478616_20479245
chr1_20498015_20498343	chr1_20498109_20498126
chr1_20511554_20514069	chr1_20511746_20512677
chr1_20511554_20514069	chr1_20513654_20513978
chr1_20521668_20522040	chr1_20521725_20522015
chr1_20539318_20539752	chr1_20539136_20539752
chr1_20575444_20575889	chr1_20575511_20575746
chr1_20582308_20582437	chr1_20582036_20582525
chr1_20617551_20617730	chr1_20617629_20617638
chr1_20648695_20648943	chr1_20648672_20648940
chr1_20649524_20649975	chr1_20649534_20649956
chr1_20669527_20670174	chr1_20668921_20670238
chr1_20703369_20703785	chr1_20703398_20703785
chr1_20767255_20767661	chr1_20767313_20767632
chr1_20811894_20813100	chr1_20811970_20813065
chr1_20820233_20820883	chr1_20820250_20820761
chr1_20833922_20835001	chr1_20834059_20834964
chr1_20848827_20849203	chr1_20848859_20849164
chr1_20901711_20902094	chr1_20901788_20902080
chr1_20915131_20917317	chr1_20915191_20915547
chr1_20915131_20917317	chr1_20916134_20916275
chr1_20915131_20917317	chr1_20916888_20917272
chr1_20959633_20961307	chr1_20959648_20960780
chr1_20966624_20967025	chr1_20966629_20967014
chr1_20987350_20988614	chr1_20987460_20988580
chr1_21022839_21023758	chr1_21022849_21023735
chr1_21044071_21044874	chr1_21044194_21044864
chr1_21057771_21060178	chr1_21057744_21060145
chr1_21112429_21114506	chr1_21112474_21114430
chr1_21259059_21259572	chr1_21258733_21259652
chr1_21291309_21291695	chr1_21291304_21291728
chr1_21348736_21349369	chr1_21348734_21349395
chr1_21501764_21504097	chr1_21501788_21504013
chr1_21510673_21511203	chr1_21510626_21511245
chr1_21521655_21522010	chr1_21521893_21521912
chr1_21543365_21543747	chr1_21543379_21543712
chr1_21558646_21558793	chr1_21558486_21558811
chr1_21580477_21580724	chr1_21580340_21580847
chr1_21581651_21582129	chr1_21581671_21582128
chr1_21588185_21588796	chr1_21588451_21588586
chr1_21596651_21597117	chr1_21596651_21597106
chr1_21606550_21606792	chr1_21606712_21606755
chr1_21616094_21617543	chr1_21616140_21617530
chr1_21619218_21621841	chr1_21619263_21621852
chr1_21634135_21634330	chr1_21634235_21634416
chr1_21650884_21652126	chr1_21650922_21652261
chr1_21660373_21661617	chr1_21660474_21661617
chr1_21664195_21665187	chr1_21664020_21664947
chr1_21669952_21670348	chr1_21669893_21670431
chr1_21671264_21672672	chr1_21671302_21672643
chr1_21694952_21695353	chr1_21695001_21695358
chr1_21766115_21767095	chr1_21766115_21767038
chr1_21815250_21815533	chr1_21815271_21815438
chr1_21835506_21835911	chr1_21835534_21835863
chr1_21934160_21934706	chr1_21934198_21934764
chr1_21974421_21974756	chr1_21974647_21974776
chr1_21978011_21978539	chr1_21978066_21978391
chr1_21985552_21986221	chr1_21985585_21986146
chr1_21995685_21996598	chr1_21995667_21996478
chr1_22094543_22095175	chr1_22094774_22095124
chr1_22108567_22110482	chr1_22108567_22110449
chr1_22140815_22141367	chr1_22140981_22142677
chr1_22142226_22142637	chr1_22140981_22142677
chr1_22145135_22145561	chr1_22145193_22145454
chr1_22192090_22193186	chr1_22192227_22193114
chr1_22231265_22231887	chr1_22231387_22231745
chr1_22240263_22240694	chr1_22240213_22240602
chr1_22263100_22264403	chr1_22263626_22264239
chr1_22283390_22284173	chr1_22283539_22283896
chr1_22290396_22290901	chr1_22290396_22290876
chr1_22345395_22346123	chr1_22345405_22346071
chr1_22349299_22349720	chr1_22349312_22349711
chr1_22350761_22352952	chr1_22350781_22352995
chr1_22365944_22367036	chr1_22365997_22366950
chr1_22374830_22375251	chr1_22375053_22375233
chr1_22378751_22380425	chr1_22378802_22380351
chr1_22383462_22383767	chr1_22383425_22383791
chr1_22402233_22402671	chr1_22402292_22402494
chr1_22418863_22419231	chr1_22418898_22419241
chr1_22431325_22432493	chr1_22431377_22432448
chr1_22458393_22458743	chr1_22458438_22458724
chr1_22602350_22602731	chr1_22602557_22602691
chr1_22743067_22743494	chr1_22743129_22743353
chr1_22746938_22747349	chr1_22746908_22747339
chr1_22777980_22779278	chr1_22778007_22779260
chr1_22960467_22960944	chr1_22960461_22961003
chr1_22968456_22968935	chr1_22968451_22968921
chr1_23030907_23031367	chr1_23030900_23031345
chr1_23072497_23073184	chr1_23072570_23072961
chr1_23211627_23212400	chr1_23211636_23211871
chr1_23256821_23256860	chr1_23256815_23257061
chr1_23290703_23291052	chr1_23290715_23291081
chr1_23302799_23303320	chr1_23302829_23303293
chr1_23345416_23346968	chr1_23345553_23346728
chr1_23425177_23425640	chr1_23425208_23425640
chr1_23426689_23427174	chr1_23426702_23427085
chr1_23429764_23430296	chr1_23429808_23430226
chr1_23437139_23437832	chr1_23437170_23437824
chr1_23445323_23446155	chr1_23445617_23446044
chr1_23493961_23496585	chr1_23494014_23496552
chr1_23503874_23504546	chr1_23503831_23504644
chr1_23669958_23671554	chr1_23669903_23671509
chr1_23694295_23696304	chr1_23694359_23696251
chr1_23704880_23704933	chr1_23704767_23705084
chr1_23730328_23730850	chr1_23730344_23730855
chr1_23748510_23749252	chr1_23748843_23749135
chr1_23778455_23778958	chr1_23778431_23778889
chr1_23810169_23811633	chr1_23810382_23811509
chr1_23823535_23824341	chr1_23823545_23823943
chr1_23851174_23851971	chr1_23851179_23852564
chr1_23854429_23855450	chr1_23854422_23855423
chr1_23857138_23858216	chr1_23857393_23858211
chr1_23859636_23860200	chr1_23859713_23860167
chr1_23866058_23866819	chr1_23866043_23866819
chr1_23871147_23871597	chr1_23871175_23871606
chr1_23880849_23881960	chr1_23880818_23881959
chr1_23885493_23886486	chr1_23885551_23886481
chr1_23888909_23889059	chr1_23888800_23889188
chr1_23893650_23894133	chr1_23893590_23894130
chr1_23903755_23904193	chr1_23903719_23904238
chr1_23918165_23918221	chr1_23917971_23919075
chr1_23921452_23921704	chr1_23921406_23921847
chr1_23939533_23940332	chr1_23939701_23940931
chr1_23945795_23946778	chr1_23945804_23946624
chr1_23953592_23954099	chr1_23953728_23953745
chr1_23961375_23961911	chr1_23961380_23961881
chr1_23963825_23964336	chr1_23963846_23964302
chr1_23984211_23984543	chr1_23984202_23984452
chr1_24017947_24019036	chr1_24017956_24018984
chr1_24046920_24047296	chr1_24046662_24047304
chr1_24049196_24049469	chr1_24049163_24049513
chr1_24053807_24054087	chr1_24054012_24055538
chr1_24054599_24055548	chr1_24054012_24055538
chr1_24069302_24070796	chr1_24069314_24070729
chr1_24098555_24099039	chr1_24098537_24099041
chr1_24104306_24105401	chr1_24104348_24105370
chr1_24117179_24118562	chr1_24117293_24118382
chr1_24119922_24120181	chr1_24119925_24120171
chr1_24125974_24127875	chr1_24126832_24127732
chr1_24136132_24136657	chr1_24136142_24136657
chr1_24137213_24137744	chr1_24137192_24137783
chr1_24151623_24152489	chr1_24151658_24152683
chr1_24164706_24165438	chr1_24164674_24165434
chr1_24194173_24195417	chr1_24194203_24196351
chr1_24214879_24214955	chr1_24214700_24215305
chr1_24221687_24221879	chr1_24221674_24221790
chr1_24235148_24236232	chr1_24235136_24237027
chr1_24239628_24240195	chr1_24239620_24240229
chr1_24242703_24243711	chr1_24242661_24243713
chr1_24397312_24397745	chr1_24397288_24397752
chr1_24438779_24439425	chr1_24438937_24439434
chr1_24476858_24477414	chr1_24476868_24477726
chr1_24513503_24514399	chr1_24513509_24514430
chr1_24515983_24517845	chr1_24515629_24518779
chr1_24518466_24518610	chr1_24515629_24518779
chr1_24525731_24526242	chr1_24525713_24526236
chr1_24528410_24528747	chr1_24528479_24528715
chr1_24648071_24649219	chr1_24648086_24649162
chr1_24691769_24692096	chr1_24691795_24692038
chr1_24699572_24699972	chr1_24699390_24700502
chr1_24710649_24711349	chr1_24710649_24711302
chr1_24717718_24719241	chr1_24717722_24719889
chr1_24739776_24740603	chr1_24739788_24740583
chr1_24741743_24743817	chr1_24741800_24742703
chr1_24741743_24743817	chr1_24743229_24743815
chr1_24807534_24808890	chr1_24807500_24808841
chr1_24825153_24825451	chr1_24825117_24825440
chr1_24827698_24830054	chr1_24827748_24829866
chr1_24861372_24862105	chr1_24861394_24862102
chr1_24862746_24863576	chr1_24862879_24863559
chr1_24913624_24914139	chr1_24913634_24914135
chr1_24961666_24962066	chr1_24961685_24962088
chr1_24968314_24970578	chr1_24968491_24970439
chr1_25015016_25015445	chr1_25014985_25015433
chr1_25020829_25021118	chr1_25020763_25021164
chr1_25031730_25032199	chr1_25031733_25032162
chr1_25053953_25054459	chr1_25054024_25054398
chr1_25059706_25060227	chr1_25059732_25060227
chr1_25071206_25072697	chr1_25071230_25072420
chr1_25074848_25075340	chr1_25074884_25075281
chr1_25088812_25089251	chr1_25088827_25089195
chr1_25157216_25157521	chr1_25157241_25157427
chr1_25174312_25175565	chr1_25174343_25175405
chr1_25183525_25184338	chr1_25183619_25183959
chr1_25198998_25199429	chr1_25199240_25199318
chr1_25224414_25225040	chr1_25224577_25225025
chr1_25226054_25226533	chr1_25226078_25226412
chr1_25237153_25240021	chr1_25237225_25238482
chr1_25237153_25240021	chr1_25239170_25239807
chr1_25241681_25243112	chr1_25241815_25243008
chr1_25247341_25247344	chr1_25246996_25248197
chr1_25248648_25250503	chr1_25248711_25249199
chr1_25248648_25250503	chr1_25249895_25250524
chr1_25251243_25252369	chr1_25251428_25252306
chr1_25253044_25257442	chr1_25253133_25253465
chr1_25253044_25257442	chr1_25254064_25257362
chr1_25258653_25259162	chr1_25258674_25259155
chr1_25261118_25261119	chr1_25260908_25261377
chr1_25279014_25279462	chr1_25278978_25279441
chr1_25281465_25282114	chr1_25281512_25282103
chr1_25291237_25292261	chr1_25291267_25292192
chr1_25293092_25293561	chr1_25292955_25293594
chr1_25308106_25308186	chr1_25308039_25308473
chr1_25311482_25312029	chr1_25311520_25311996
chr1_25314701_25314949	chr1_25314604_25315221
chr1_25319022_25319799	chr1_25319528_25319596
chr1_25323935_25324518	chr1_25323941_25324526
chr1_25345877_25346357	chr1_25345966_25346233
chr1_25348611_25349961	chr1_25348617_25350656
chr1_25355628_25356080	chr1_25355093_25355918
chr1_25357065_25359346	chr1_25357041_25357737
chr1_25357065_25359346	chr1_25358307_25359323
chr1_25360273_25361031	chr1_25360318_25360913
chr1_25362398_25364545	chr1_25362341_25363144
chr1_25362398_25364545	chr1_25363657_25364569
chr1_25390970_25392929	chr1_25390981_25392919
chr1_25422139_25422539	chr1_25422138_25422533
chr1_25425652_25427270	chr1_25425836_25427186
chr1_25427850_25428509	chr1_25427871_25428401
chr1_25436113_25436606	chr1_25436135_25436471
chr1_25466659_25467197	chr1_25466545_25467235
chr1_25475205_25475536	chr1_25475257_25475540
chr1_25531347_25531683	chr1_25531364_25531673
chr1_25558399_25560030	chr1_25558385_25560015
chr1_25565964_25567510	chr1_25565972_25567065
chr1_25572593_25574699	chr1_25572836_25574638
chr1_25594093_25594923	chr1_25594156_25594820
chr1_25663352_25663787	chr1_25663410_25663734
chr1_25664437_25665581	chr1_25664471_25665467
chr1_25756260_25758124	chr1_25756266_25758081
chr1_25830256_25830657	chr1_25830291_25830647
chr1_25869769_25871368	chr1_25869797_25870563
chr1_25875900_25876839	chr1_25875932_25876808
chr1_25883105_25883595	chr1_25883274_25883278
chr1_25888457_25889533	chr1_25888484_25889467
chr1_25899244_25899606	chr1_25899204_25899638
chr1_25934943_25935500	chr1_25934983_25935468
chr1_25941086_25944531	chr1_25941037_25941494
chr1_25941086_25944531	chr1_25942187_25944055
chr1_25945485_25946008	chr1_25945571_25945874
chr1_25968741_25969728	chr1_25968857_25969659
chr1_26002353_26003081	chr1_26002444_26002969
chr1_26030791_26031271	chr1_26030837_26031270
chr1_26038001_26038441	chr1_26038006_26038430
chr1_26057170_26057634	chr1_26057329_26057579
chr1_26101073_26102387	chr1_26101152_26102276
chr1_26122843_26123795	chr1_26122967_26123762
chr1_26126287_26127259	chr1_26126416_26127082
chr1_26137249_26137771	chr1_26137252_26137764
chr1_26145851_26147965	chr1_26145963_26147927
chr1_26185531_26186826	chr1_26185661_26186529
chr1_26201523_26202702	chr1_26201635_26202702
chr1_26221759_26222338	chr1_26221750_26222328
chr1_26231397_26233681	chr1_26231407_26233641
chr1_26248936_26250185	chr1_26249033_26249463
chr1_26297739_26298268	chr1_26297731_26298272
chr1_26317120_26317924	chr1_26317165_26317901
chr1_26323433_26325245	chr1_26323554_26325120
chr1_26361501_26363037	chr1_26361546_26363037
chr1_26431465_26431785	chr1_26431429_26431795
chr1_26437191_26439032	chr1_26437217_26438960
chr1_26452739_26453536	chr1_26452770_26453465
chr1_26471531_26472030	chr1_26471531_26472022
chr1_26488083_26488737	chr1_26488131_26488692
chr1_26490630_26491089	chr1_26490655_26491032
chr1_26496036_26496929	chr1_26496046_26496893
chr1_26528380_26528820	chr1_26528672_26528690
chr1_26551643_26552165	chr1_26551688_26552074
chr1_26560129_26561754	chr1_26560082_26561719
chr1_26586102_26586505	chr1_26586176_26586500
chr1_26601237_26603198	chr1_26601987_26603175
chr1_26605339_26606988	chr1_26605402_26606975
chr1_26610937_26611985	chr1_26610949_26611985
chr1_26613483_26617523	chr1_26613641_26614324
chr1_26613483_26617523	chr1_26614921_26617427
chr1_26632679_26634365	chr1_26632704_26633836
chr1_26641765_26642304	chr1_26641697_26642331
chr1_26644099_26646262	chr1_26644118_26645518
chr1_26647694_26648472	chr1_26647726_26648466
chr1_26662524_26663564	chr1_26662556_26663553
chr1_26685184_26685917	chr1_26685227_26685723
chr1_26686476_26687195	chr1_26686820_26687195
chr1_26690225_26690747	chr1_26690224_26690727
chr1_26697120_26697498	chr1_26697114_26697428
chr1_26699790_26700191	chr1_26699763_26700181
chr1_26704486_26705460	chr1_26704498_26705480
chr1_26717930_26718387	chr1_26717924_26718435
chr1_26722743_26723164	chr1_26722773_26723137
chr1_26734997_26735428	chr1_26735012_26735408
chr1_26743458_26743955	chr1_26743457_26743955
chr1_26758281_26759255	chr1_26758330_26759216
chr1_26796781_26799971	chr1_26796783_26797233
chr1_26796781_26799971	chr1_26797931_26799966
chr1_26826507_26828131	chr1_26826569_26828014
chr1_26855829_26856934	chr1_26855940_26856839
chr1_26864400_26865539	chr1_26864429_26864990
chr1_26867881_26869942	chr1_26867967_26869954
chr1_26871837_26872922	chr1_26871886_26872770
chr1_26880365_26880824	chr1_26880413_26880840
chr1_26928857_26929201	chr1_26929092_26929117
chr1_26946480_26948363	chr1_26946532_26948270
chr1_26954455_26954851	chr1_26954491_26954821
